J.D.-2400000	JD_UTC	Source_AMag_T1	Source_AMag_Err_T1
58086.842656	2458086.842656	12.335502	0.013860
58091.844728	2458091.844728	12.386690	0.020551
58093.843698	2458093.843698	12.299572	0.013366
58095.842622	2458095.842622	12.429176	0.015477
58097.820411	2458097.820411	12.373144	0.014901
58101.799149	2458101.799149	12.363930	0.014189
58101.844323	2458101.844323	12.384871	0.013071
58102.840422	2458102.840422	12.377196	0.017529
58103.804103	2458103.804103	12.429140	0.015585
58104.791024	2458104.791024	12.536904	0.015896
58104.841510	2458104.841510	12.449384	0.014364
58105.799219	2458105.799219	12.428942	0.014839
58106.785700	2458106.785700	12.413279	0.015332
58106.828490	2458106.828490	12.349650	0.014143
58108.802147	2458108.802147	12.481195	0.015824
58109.794531	2458109.794531	12.495293	0.016904
58110.806916	2458110.806916	12.391017	0.014235
58111.772459	2458111.772459	12.434904	0.015745
58111.815700	2458111.815700	12.414634	0.014323
58112.790237	2458112.790237	12.358418	0.013840
58112.832946	2458112.832946	12.331484	0.013341
58113.767841	2458113.767841	12.265687	0.013652
58113.825469	2458113.825469	12.353705	0.013198
58114.763837	2458114.763837	12.384276	0.013949
58114.806557	2458114.806557	12.388698	0.013226
58115.771672	2458115.771672	12.261239	0.014086
58115.814705	2458115.814705	12.432938	0.013831
58116.773582	2458116.773582	12.290631	0.014799
58116.816233	2458116.816233	12.303084	0.013220
58117.758779	2458117.758779	12.507809	0.021352
58117.801800	2458117.801800	12.415160	0.015454
58117.844624	2458117.844624	12.451486	0.014425
58118.810318	2458118.810318	12.394821	0.015978
58119.755816	2458119.755816	12.362075	0.021034
58119.798709	2458119.798709	12.372644	0.016465
58119.841672	2458119.841672	12.265295	0.014312
58121.744601	2458121.744601	12.370766	0.022076
58121.787182	2458121.787182	12.365968	0.016636
58121.829531	2458121.829531	12.368833	0.014974
58122.742112	2458122.742112	12.345305	0.019338
58122.815955	2458122.815955	12.314026	0.014615
58123.739369	2458123.739369	12.426860	0.021117
58123.781881	2458123.781881	12.368205	0.016851
58123.824878	2458123.824878	12.397459	0.016142
58124.736834	2458124.736834	12.364258	0.013918
58124.779624	2458124.779624	12.337595	0.012954
58124.822367	2458124.822367	12.378276	0.013078
58125.734068	2458125.734068	12.326297	0.014962
58125.776672	2458125.776672	12.357304	0.013857
58125.819311	2458125.819311	12.349193	0.013588
58126.744693	2458126.744693	12.310531	0.013998
58126.787367	2458126.787367	12.300227	0.013221
58126.829867	2458126.829867	12.373351	0.014644
58127.728050	2458127.728050	12.519673	0.016682
58127.770492	2458127.770492	12.366484	0.013381
58127.812992	2458127.812992	12.372378	0.013012
58127.855804	2458127.855804	12.349532	0.012747
58128.734462	2458128.734462	12.338937	0.014067
58128.777054	2458128.777054	12.344263	0.014481
58128.819520	2458128.819520	12.321884	0.013866
58129.723223	2458129.723223	12.457481	0.018875
58129.787529	2458129.787529	12.421942	0.015306
58130.856696	2458130.856696	12.465367	0.015322
58133.786707	2458133.786707	12.627141	0.016971
58133.848848	2458133.848848	12.586912	0.015772
58134.713200	2458134.713200	12.288305	0.013862
58134.755932	2458134.755932	12.398020	0.013832
58134.798524	2458134.798524	12.336761	0.013363
58134.847459	2458134.847459	12.354248	0.012852
58135.801997	2458135.801997	12.320646	0.012682
58135.847760	2458135.847760	12.343566	0.012753
58136.715561	2458136.715561	12.341668	0.013705
58136.758455	2458136.758455	12.382888	0.013220
58136.800909	2458136.800909	12.341905	0.012613
58137.709832	2458137.709832	12.536432	0.016994
58137.763501	2458137.763501	12.450407	0.015081
58137.806244	2458137.806244	12.503438	0.015154
58137.848791	2458137.848791	12.440661	0.014522
58138.699624	2458138.699624	12.458516	0.017271
58138.745828	2458138.745828	12.445138	0.015489
58138.788640	2458138.788640	12.445461	0.014969
58138.831360	2458138.831360	12.451839	0.014631
58139.695307	2458139.695307	12.445321	0.016927
58139.738223	2458139.738223	12.334750	0.013480
58139.781186	2458139.781186	12.360922	0.013200
58139.823374	2458139.823374	12.392810	0.013049
58140.692957	2458140.692957	12.378287	0.014689
58140.740179	2458140.740179	12.369963	0.013615
58140.785145	2458140.785145	12.393780	0.013508
58140.827587	2458140.827587	12.421098	0.013256
58141.692726	2458141.692726	12.370176	0.015003
58141.744392	2458141.744392	12.338120	0.014010
58141.792668	2458141.792668	12.375536	0.013703
58141.856487	2458141.856487	12.346696	0.013026
58142.803385	2458142.803385	12.467424	0.015055
58142.864057	2458142.864057	12.448510	0.014550
58143.691892	2458143.691892	12.622516	0.018536
58144.797564	2458144.797564	12.368806	0.013678
58145.695179	2458145.695179	12.244448	0.014886
58145.745712	2458145.745712	12.332796	0.013305
58145.788767	2458145.788767	12.358186	0.013438
58145.860457	2458145.860457	12.368159	0.013010
58146.720573	2458146.720573	12.407557	0.018876
58146.788791	2458146.788791	12.412347	0.014791
58146.860932	2458146.860932	12.387749	0.013844
58147.674207	2458147.674207	12.278020	0.013215
58147.717274	2458147.717274	12.330599	0.014349
58147.762251	2458147.762251	12.369845	0.013803
58147.804994	2458147.804994	12.457742	0.014471
58147.863663	2458147.863663	12.485355	0.014876
58163.727240	2458163.727240	12.365439	0.014003
58172.690515	2458172.690515	12.396687	0.013810
58172.735538	2458172.735538	12.381250	0.013498
58174.671545	2458174.671545	12.243340	0.012259
58174.714450	2458174.714450	12.333039	0.012956
58175.602031	2458175.602031	12.386879	0.016913
58175.648189	2458175.648189	12.438452	0.015959
58175.690677	2458175.690677	12.386553	0.015173
58175.733061	2458175.733061	12.417831	0.014398
58175.781869	2458175.781869	12.374159	0.013069
58175.882645	2458175.882645	12.275795	0.013651
58176.675480	2458176.675480	12.353659	0.014192
58176.717691	2458176.717691	12.308889	0.012677
58176.768872	2458176.768872	12.365719	0.013060
58176.851499	2458176.851499	12.284214	0.014161
58178.722946	2458178.722946	12.426774	0.014855
58178.781244	2458178.781244	12.410702	0.014007
58178.838466	2458178.838466	12.359020	0.012948
58178.880503	2458178.880503	12.314940	0.013559
58179.631059	2458179.631059	12.353971	0.018336
58179.765237	2458179.765237	12.377259	0.015471
58179.811221	2458179.811221	12.356560	0.015071
58180.586441	2458180.586441	12.437176	0.023398
58180.629149	2458180.629149	12.344561	0.018200
58180.730017	2458180.730017	12.354971	0.015621
58180.784149	2458180.784149	12.324698	0.014738
58180.886453	2458180.886453	12.230666	0.014748
58181.580770	2458181.580770	12.443089	0.020184
58181.623513	2458181.623513	12.423232	0.017588
58181.666360	2458181.666360	12.423969	0.016235
58181.709751	2458181.709751	12.457204	0.015839
58181.752263	2458181.752263	12.417689	0.015060
58181.795503	2458181.795503	12.436884	0.014654
58181.838779	2458181.838779	12.295246	0.014579
58181.886834	2458181.886834	12.267975	0.014645
58182.588617	2458182.588617	12.464992	0.019504
58182.639693	2458182.639693	12.390798	0.017299
58182.682367	2458182.682367	12.368406	0.015552
58182.754797	2458182.754797	12.401925	0.014612
58182.797807	2458182.797807	12.396724	0.014470
58182.840480	2458182.840480	12.205274	0.014363
58182.888490	2458182.888490	12.238177	0.014792
58183.575376	2458183.575376	12.339444	0.015459
58183.647367	2458183.647367	12.341777	0.015001
58183.690064	2458183.690064	12.349107	0.014900
58183.775723	2458183.775723	12.338613	0.014262
58183.825781	2458183.825781	12.346138	0.013957
58183.875446	2458183.875446	12.206910	0.014309
58184.602517	2458184.602517	12.466380	0.017285
58184.668073	2458184.668073	12.429140	0.014857
58184.710272	2458184.710272	12.366737	0.014082
58184.753189	2458184.753189	12.446532	0.014603
58184.796464	2458184.796464	12.445399	0.014124
58184.856499	2458184.856499	12.274887	0.013864
58185.572413	2458185.572413	12.279375	0.015166
58185.615226	2458185.615226	12.435932	0.014951
58185.673050	2458185.673050	12.387474	0.014202
58185.736591	2458185.736591	12.407581	0.014579
58185.782020	2458185.782020	12.388764	0.014570
58185.826811	2458185.826811	12.282705	0.013973
58185.871499	2458185.871499	12.273606	0.013277
58186.613860	2458186.613860	12.365439	0.014692
58186.680330	2458186.680330	12.342998	0.013692
58186.723837	2458186.723837	12.304962	0.013289
58186.766429	2458186.766429	12.334614	0.013224
58186.808883	2458186.808883	12.341937	0.013142
58186.851557	2458186.851557	12.196288	0.013257
58186.893825	2458186.893825	12.253733	0.013247
58187.580735	2458187.580735	12.419782	0.014478
58187.633976	2458187.633976	12.377389	0.013604
58187.686418	2458187.686418	12.408479	0.013584
58187.729045	2458187.729045	12.386840	0.013467
58187.771429	2458187.771429	12.414438	0.013244
58187.814300	2458187.814300	12.349416	0.012792
58187.858987	2458187.858987	12.280161	0.013023
58189.575133	2458189.575133	12.377612	0.015193
58189.645168	2458189.645168	12.333723	0.014063
58189.690052	2458189.690052	12.315456	0.013082
58189.745515	2458189.745515	12.351186	0.013476
58189.788374	2458189.788374	12.361304	0.013484
58189.831765	2458189.831765	12.164787	0.012736
58189.874855	2458189.874855	12.206162	0.012733
58190.556163	2458190.556163	12.243006	0.013914
58190.598860	2458190.598860	12.391110	0.014550
58190.641591	2458190.641591	12.326763	0.013498
58190.684045	2458190.684045	12.421420	0.014351
