J.D.-2400000	JD_UTC	Source_AMag_T1	Source_AMag_Err_T1
57918.496730	2457918.496730	12.374639	0.013079
57918.496834	2457918.496834	12.370750	0.013189
57918.496950	2457918.496950	12.372476	0.013259
57918.497066	2457918.497066	12.360060	0.013185
57918.497170	2457918.497170	12.387282	0.013271
57918.497286	2457918.497286	12.379658	0.013260
57918.497390	2457918.497390	12.368951	0.013252
57918.497494	2457918.497494	12.373780	0.013302
57918.497610	2457918.497610	12.355915	0.013249
57918.497714	2457918.497714	12.361007	0.013318
57918.497830	2457918.497830	12.401427	0.013548
57918.497934	2457918.497934	12.383962	0.013366
57918.498038	2457918.498038	12.382318	0.013417
57918.498154	2457918.498154	12.391127	0.013588
57918.498270	2457918.498270	12.375107	0.013930
57918.498374	2457918.498374	12.397246	0.014265
57918.498490	2457918.498490	12.390448	0.014301
57918.498594	2457918.498594	12.363075	0.013930
57918.498709	2457918.498709	12.373209	0.013806
57918.498814	2457918.498814	12.399178	0.013908
57918.498918	2457918.498918	12.375764	0.013849
57918.499034	2457918.499034	12.389545	0.013785
57918.499138	2457918.499138	12.411457	0.014019
57918.499242	2457918.499242	12.338898	0.013578
57918.499358	2457918.499358	12.361625	0.013637
57918.499473	2457918.499473	12.383087	0.013770
57918.499578	2457918.499578	12.378539	0.013705
57918.499693	2457918.499693	12.352569	0.013507
57918.499797	2457918.499797	12.358428	0.013459
57918.499902	2457918.499902	12.346775	0.013503
57918.500017	2457918.500017	12.381566	0.013660
57918.500122	2457918.500122	12.387428	0.013672
57918.500226	2457918.500226	12.422142	0.013864
57918.500341	2457918.500341	12.396894	0.013755
57918.500446	2457918.500446	12.386372	0.013828
57918.500561	2457918.500561	12.386270	0.013771
57918.500666	2457918.500666	12.356066	0.013623
57918.500770	2457918.500770	12.397275	0.013763
57918.500885	2457918.500885	12.387349	0.013917
57918.500990	2457918.500990	12.372148	0.013842
57918.501105	2457918.501105	12.376758	0.013799
57918.501209	2457918.501209	12.378050	0.013776
57918.501325	2457918.501325	12.384300	0.013703
57918.501429	2457918.501429	12.374598	0.013393
57918.501534	2457918.501534	12.386464	0.013532
57918.501649	2457918.501649	12.360399	0.013395
57918.501753	2457918.501753	12.383587	0.013291
57918.501869	2457918.501869	12.360188	0.013263
57918.501973	2457918.501973	12.392760	0.013278
57918.502078	2457918.502078	12.374240	0.013089
57918.502193	2457918.502193	12.390433	0.013128
57918.502297	2457918.502297	12.376565	0.012932
57918.502413	2457918.502413	12.390237	0.012902
57918.502517	2457918.502517	12.401691	0.013038
57918.502622	2457918.502622	12.383806	0.012938
57918.502737	2457918.502737	12.392427	0.012913
57918.502841	2457918.502841	12.373121	0.012853
57918.502957	2457918.502957	12.396998	0.012872
57918.503061	2457918.503061	12.423483	0.013124
57918.503177	2457918.503177	12.393283	0.013071
57918.503281	2457918.503281	12.384045	0.012989
57918.503385	2457918.503385	12.404800	0.013267
57918.503501	2457918.503501	12.386317	0.013103
57918.503605	2457918.503605	12.397369	0.012994
57918.507656	2457918.507656	12.322271	0.012501
57918.507760	2457918.507760	12.329385	0.012620
57918.507876	2457918.507876	12.327427	0.012820
57918.507980	2457918.507980	12.324709	0.012655
57918.508084	2457918.508084	12.345100	0.012752
57918.508200	2457918.508200	12.312860	0.012430
57918.508304	2457918.508304	12.326503	0.012584
57918.508420	2457918.508420	12.351432	0.012842
57918.508524	2457918.508524	12.343496	0.012730
57918.508640	2457918.508640	12.348261	0.012781
57918.508744	2457918.508744	12.338304	0.012961
57918.508848	2457918.508848	12.314029	0.012522
57918.508964	2457918.508964	12.355417	0.012483
57918.509068	2457918.509068	12.377859	0.012636
57918.509184	2457918.509184	12.354308	0.012477
57918.509288	2457918.509288	12.354486	0.012541
57918.509392	2457918.509392	12.377227	0.012588
57918.509508	2457918.509508	12.346295	0.012344
57918.509612	2457918.509612	12.333974	0.012296
57918.509728	2457918.509728	12.325040	0.012294
57918.509832	2457918.509832	12.371975	0.012497
57918.509936	2457918.509936	12.360196	0.012582
57918.510052	2457918.510052	12.330082	0.012375
57918.510156	2457918.510156	12.354229	0.012533
57918.510260	2457918.510260	12.371479	0.012620
57918.510376	2457918.510376	12.357189	0.012514
57918.510480	2457918.510480	12.321341	0.012340
57918.510596	2457918.510596	12.365049	0.012548
57918.510700	2457918.510700	12.336487	0.012502
57918.510816	2457918.510816	12.326416	0.012630
57918.510920	2457918.510920	12.375985	0.012858
57918.511024	2457918.511024	12.354064	0.012831
57918.511140	2457918.511140	12.349867	0.012690
57918.511244	2457918.511244	12.354723	0.012626
56315.697969	2456315.697969	12.317628	0.019214
56315.698073	2456315.698073	12.328116	0.019029
56315.698189	2456315.698189	12.299928	0.018605
56316.695272	2456316.695272	12.439928	0.021676
56316.695376	2456316.695376	12.325959	0.020047
56316.695480	2456316.695480	12.285520	0.019974
56317.692668	2456317.692668	12.371350	0.019794
56317.692772	2456317.692772	12.299667	0.020240
56317.692876	2456317.692876	12.248979	0.019110
56318.689751	2456318.689751	12.344323	0.020705
56318.689855	2456318.689855	12.438957	0.022048
56318.689959	2456318.689959	12.218623	0.019933
56319.687263	2456319.687263	12.437565	0.022848
56319.687378	2456319.687378	12.426395	0.022698
56319.687483	2456319.687483	12.446318	0.023965
56320.684566	2456320.684566	12.318312	0.022513
56320.684670	2456320.684670	12.332928	0.022094
56320.684774	2456320.684774	12.307306	0.023972
56321.682205	2456321.682205	12.296696	0.017493
56321.682309	2456321.682309	12.338758	0.017663
56321.682413	2456321.682413	12.314379	0.017647
56322.679288	2456322.679288	12.299337	0.018617
56322.679392	2456322.679392	12.353354	0.019334
56322.679497	2456322.679497	12.386903	0.019287
56323.676244	2456323.676244	12.228975	0.017560
56323.676348	2456323.676348	12.320714	0.018023
56323.676464	2456323.676464	12.392248	0.018640
56324.690654	2456324.690654	12.264383	0.016011
56324.690758	2456324.690758	12.282746	0.015673
56324.690874	2456324.690874	12.251375	0.015515
56325.671256	2456325.671256	12.419781	0.015267
56325.671372	2456325.671372	12.373209	0.015250
56325.671476	2456325.671476	12.427883	0.015778
56327.665388	2456327.665388	12.271672	0.014387
56327.665492	2456327.665492	12.347673	0.014676
56327.665608	2456327.665608	12.326174	0.014538
56328.665064	2456328.665064	12.405473	0.016972
56328.665168	2456328.665168	12.421190	0.016796
56328.665272	2456328.665272	12.323916	0.016492
56331.718628	2456331.718628	12.302500	0.014986
56331.718744	2456331.718744	12.290025	0.014549
56331.718860	2456331.718860	12.274971	0.014677
56332.666279	2456332.666279	12.440839	0.017316
56332.666395	2456332.666395	12.469117	0.017223
56332.666499	2456332.666499	12.390489	0.016880
56333.688096	2456333.688096	12.162966	0.014988
56333.688200	2456333.688200	12.141166	0.015080
56333.688316	2456333.688316	12.192215	0.015473
56334.669902	2456334.669902	12.376569	0.015115
56334.670017	2456334.670017	12.357366	0.014857
56334.670133	2456334.670133	12.365784	0.015062
56337.654288	2456337.654288	12.373937	0.014477
56337.654404	2456337.654404	12.302748	0.014345
56337.654508	2456337.654508	12.297681	0.014285
56338.646788	2456338.646788	12.457146	0.016282
56338.646892	2456338.646892	12.454787	0.015753
56338.647008	2456338.647008	12.399707	0.015675
56339.655527	2456339.655527	12.424152	0.015676
56339.655642	2456339.655642	12.344048	0.015286
56339.655758	2456339.655758	12.400840	0.015594
56340.634682	2456340.634682	12.385344	0.016729
56340.634786	2456340.634786	12.358467	0.016684
56340.634902	2456340.634902	12.397349	0.017043
56341.637529	2456341.637529	12.459676	0.016853
56341.637645	2456341.637645	12.381692	0.016182
56341.637749	2456341.637749	12.540115	0.017163
56342.636545	2456342.636545	12.414415	0.016047
56342.636649	2456342.636649	12.438409	0.016143
56342.636753	2456342.636753	12.355263	0.015612
56343.629450	2456343.629450	12.346913	0.015664
56343.629554	2456343.629554	12.311332	0.015370
56343.629659	2456343.629659	12.358820	0.015803
56345.632020	2456345.632020	12.399514	0.014621
56345.632135	2456345.632135	12.345959	0.014546
56345.632240	2456345.632240	12.342173	0.014453
56346.613409	2456346.613409	12.301894	0.016578
56346.613524	2456346.613524	12.248200	0.016180
56346.613628	2456346.613628	12.248804	0.016434
56347.613316	2456347.613316	12.340874	0.015048
56347.613420	2456347.613420	12.306753	0.015286
56347.613536	2456347.613536	12.121665	0.013257
56348.655399	2456348.655399	12.373683	0.016544
56348.655503	2456348.655503	12.345242	0.016550
56348.655608	2456348.655608	12.367481	0.016947
56349.605561	2456349.605561	12.349068	0.017855
56349.605677	2456349.605677	12.337001	0.017594
56349.605781	2456349.605781	12.398015	0.018226
56350.603200	2456350.603200	12.309892	0.018149
56350.603304	2456350.603304	12.284377	0.017813
56350.603409	2456350.603409	12.330911	0.017742
56351.600017	2456351.600017	12.412190	0.017305
56351.600133	2456351.600133	12.249703	0.016080
56351.600249	2456351.600249	12.349575	0.016749
56352.596973	2456352.596973	12.306001	0.015739
56352.597089	2456352.597089	12.210890	0.014010
56352.597205	2456352.597205	12.338280	0.016330
56353.618941	2456353.618941	12.282874	0.014244
56353.619045	2456353.619045	12.340203	0.014309
56353.619161	2456353.619161	12.261473	0.013967
56354.591591	2456354.591591	12.383957	0.017582
56354.591696	2456354.591696	12.506686	0.018266
56354.591800	2456354.591800	12.473170	0.018027
56355.600990	2456355.600990	12.464751	0.018820
56355.601094	2456355.601094	12.423508	0.017331
56355.601198	2456355.601198	12.418360	0.017105
56356.618941	2456356.618941	12.359265	0.015311
56356.619045	2456356.619045	12.387132	0.015562
56356.619161	2456356.619161	12.407145	0.015809
56357.610851	2456357.610851	12.460844	0.018213
56357.610955	2456357.610955	12.496431	0.017896
56357.611071	2456357.611071	12.491635	0.017254
56360.713258	2456360.713258	12.299271	0.013284
56360.713374	2456360.713374	12.349239	0.013496
56360.713490	2456360.713490	12.308839	0.013379
56361.606476	2456361.606476	12.384682	0.015669
56361.606580	2456361.606580	12.429896	0.015952
56361.606696	2456361.606696	12.421385	0.015944
56362.602714	2456362.602714	12.373439	0.016436
56362.602818	2456362.602818	12.420272	0.016527
56362.602922	2456362.602922	12.419406	0.016591
56363.567135	2456363.567135	12.464001	0.016712
56363.567228	2456363.567228	12.364221	0.016285
56363.567344	2456363.567344	12.398429	0.016568
56364.564566	2456364.564566	12.457294	0.017002
56364.564670	2456364.564670	12.419171	0.016963
56364.564786	2456364.564786	12.459460	0.017227
56365.561904	2456365.561904	12.425928	0.017325
56365.562008	2456365.562008	12.413901	0.017295
56365.562124	2456365.562124	12.444123	0.017489
56367.643802	2456367.643802	12.432573	0.014950
56367.676348	2456367.676348	12.419439	0.014988
56367.676453	2456367.676453	12.437325	0.014935
56368.553513	2456368.553513	12.205018	0.013577
56368.553628	2456368.553628	12.401236	0.015573
56368.553733	2456368.553733	12.226880	0.013782
56369.551499	2456369.551499	12.363808	0.017182
56369.551603	2456369.551603	12.246413	0.015381
56369.551719	2456369.551719	12.363445	0.016605
56370.625990	2456370.625990	12.417414	0.015071
56370.626094	2456370.626094	12.390650	0.014931
56370.626198	2456370.626198	12.393327	0.014915
56371.578617	2456371.578617	12.338570	0.015789
56371.578721	2456371.578721	12.345442	0.016039
56371.578837	2456371.578837	12.332396	0.015520
56373.540075	2456373.540075	12.389310	0.016287
56373.540191	2456373.540191	12.352834	0.016200
56373.540295	2456373.540295	12.338620	0.015960
56374.643084	2456374.643084	12.396575	0.015151
56374.643189	2456374.643189	12.406654	0.015041
56374.643304	2456374.643304	12.414860	0.015126
56375.568466	2456375.568466	12.416717	0.015270
56375.568582	2456375.568582	12.347471	0.015043
56375.568686	2456375.568686	12.326834	0.014981
56377.528976	2456377.528976	12.317520	0.022378
56377.529068	2456377.529068	12.436727	0.022824
56377.529184	2456377.529184	12.358093	0.021596
56379.523409	2456379.523409	12.280813	0.021048
56379.523513	2456379.523513	12.312121	0.021523
56379.523628	2456379.523628	12.225333	0.020742
56380.525457	2456380.525457	12.356510	0.020780
56380.525561	2456380.525561	12.324940	0.020612
56380.525677	2456380.525677	12.340226	0.021351
56381.518154	2456381.518154	12.308674	0.017027
56381.518258	2456381.518258	12.383835	0.017250
56381.518374	2456381.518374	12.413126	0.017525
56382.516372	2456382.516372	12.299373	0.032010
56382.516487	2456382.516487	12.439636	0.027754
56382.516591	2456382.516591	12.408968	0.028339
56383.512425	2456383.512425	12.614726	0.021558
56383.512541	2456383.512541	12.856553	0.024458
56383.512645	2456383.512645	12.555383	0.020714
56384.535538	2456384.535538	12.609411	0.020759
56384.535642	2456384.535642	12.567051	0.020636
56384.535747	2456384.535747	12.781602	0.023332
56385.506788	2456385.506788	12.489649	0.018502
56385.506904	2456385.506904	12.478308	0.018700
56385.507020	2456385.507020	12.531167	0.018837
56386.504358	2456386.504358	12.515317	0.019098
56386.504473	2456386.504473	12.467146	0.018920
56386.504578	2456386.504578	12.499703	0.019321
56387.501591	2456387.501591	12.495429	0.018113
56387.501707	2456387.501707	12.447713	0.018033
56387.501823	2456387.501823	12.496219	0.018246
56388.511973	2456388.511973	12.409398	0.017024
56388.512078	2456388.512078	12.428917	0.017111
56388.512193	2456388.512193	12.405476	0.016869
56389.509323	2456389.509323	12.511072	0.018428
56389.509427	2456389.509427	12.428202	0.018128
56389.509543	2456389.509543	12.453735	0.017908
56390.494670	2456390.494670	12.452968	0.017679
56390.494786	2456390.494786	12.508089	0.018099
56390.494890	2456390.494890	12.551812	0.018265
56391.520932	2456391.520932	12.298171	0.031556
56391.521047	2456391.521047	12.387353	0.030821
56391.521163	2456391.521163	12.318841	0.025578
56393.528640	2456393.528640	12.425028	0.016211
56393.528744	2456393.528744	12.444942	0.016349
56393.528860	2456393.528860	12.472099	0.016526
56394.542355	2456394.542355	12.538911	0.018011
56394.542471	2456394.542471	12.440540	0.016880
56394.542587	2456394.542587	12.407522	0.017173
56395.490909	2456395.490909	12.380345	0.017381
56395.491024	2456395.491024	12.433009	0.017692
56395.491128	2456395.491128	12.450586	0.017779
56396.490388	2456396.490388	12.405126	0.016716
56396.490492	2456396.490492	12.454611	0.016959
56396.490608	2456396.490608	12.413351	0.016650
56397.498374	2456397.498374	12.424740	0.016250
56397.498478	2456397.498478	12.406468	0.015884
56397.498582	2456397.498582	12.378272	0.015935
56398.504103	2456398.504103	12.352230	0.015328
56398.504219	2456398.504219	12.391786	0.015629
56398.504323	2456398.504323	12.364608	0.015667
56399.488096	2456399.488096	12.465278	0.016523
56399.488212	2456399.488212	12.428431	0.016270
56399.488316	2456399.488316	12.429203	0.016172
56400.533050	2456400.533050	12.331009	0.014792
56400.533166	2456400.533166	12.396834	0.015060
56400.533270	2456400.533270	12.383919	0.015442
56401.534103	2456401.534103	12.403997	0.015538
56401.534219	2456401.534219	12.451382	0.015673
56401.534323	2456401.534323	12.377807	0.015173
56402.527159	2456402.527159	12.366936	0.014922
56402.527274	2456402.527274	12.393187	0.015300
56402.527378	2456402.527378	12.373252	0.015043
56403.658524	2456403.658524	12.407977	0.015163
56403.658640	2456403.658640	12.411482	0.015087
56403.658756	2456403.658756	12.386912	0.014982
56404.498166	2456404.498166	12.334657	0.015682
56404.498281	2456404.498281	12.346996	0.015971
56404.498397	2456404.498397	12.309044	0.015629
56405.483872	2456405.483872	12.220048	0.043283
56405.483976	2456405.483976	12.460381	0.052154
56405.484091	2456405.484091	12.187425	0.045596
56406.548906	2456406.548906	12.359404	0.039939
56406.549010	2456406.549010	12.339966	0.036479
56406.549126	2456406.549126	12.271102	0.039858
56407.482807	2456407.482807	12.320968	0.017299
56407.482911	2456407.482911	12.354299	0.017422
56407.483015	2456407.483015	12.246558	0.017223
56408.482170	2456408.482170	12.377337	0.021200
56408.482286	2456408.482286	12.325497	0.019987
56408.482390	2456408.482390	12.402350	0.022238
56409.501892	2456409.501892	12.267834	0.017851
56409.501997	2456409.501997	12.275593	0.017087
56409.502101	2456409.502101	12.227890	0.016492
56410.576221	2456410.576221	12.306002	0.014752
56410.576314	2456410.576314	12.366146	0.014838
56410.576429	2456410.576429	12.339883	0.014758
56411.573490	2456411.573490	12.435955	0.015302
56411.573594	2456411.573594	12.402147	0.015083
56411.573698	2456411.573698	12.417776	0.015186
56412.725631	2456412.725631	12.384758	0.018246
56412.725747	2456412.725747	12.327805	0.021828
56414.564126	2456414.564126	12.482161	0.016463
56414.564242	2456414.564242	12.490399	0.016302
56414.564346	2456414.564346	12.401269	0.015639
56853.495041	2456853.495041	12.130090	0.036495
56853.495168	2456853.495168	12.058968	0.036395
56853.495272	2456853.495272	12.230625	0.037114
56856.476626	2456856.476626	12.439329	0.017072
56856.476742	2456856.476742	12.431590	0.017231
56856.476881	2456856.476881	12.419630	0.017029
56857.477378	2456857.477378	12.346892	0.017380
56857.477494	2456857.477494	12.376985	0.017614
56857.477610	2456857.477610	12.342071	0.017309
56858.478235	2456858.478235	12.395339	0.017651
56858.478351	2456858.478351	12.416946	0.017759
56858.478455	2456858.478455	12.411192	0.017587
56859.478976	2456859.478976	12.652269	0.020719
56859.479091	2456859.479091	12.711184	0.021298
56859.479207	2456859.479207	12.605048	0.019709
56862.559589	2456862.559589	12.464724	0.017918
56862.559716	2456862.559716	12.448429	0.017956
56862.559821	2456862.559821	12.479833	0.018289
56863.560828	2456863.560828	12.478997	0.017891
56863.560943	2456863.560943	12.518426	0.018404
56863.561059	2456863.561059	12.477991	0.017930
56864.561615	2456864.561615	12.401367	0.018103
56864.561730	2456864.561730	12.424153	0.018593
56864.561846	2456864.561846	12.441560	0.018467
56866.487853	2456866.487853	12.493648	0.027168
56866.487957	2456866.487957	12.433372	0.026437
56866.488073	2456866.488073	12.509076	0.027376
56867.489022	2456867.489022	12.289118	0.017046
56867.489138	2456867.489138	12.334875	0.017200
56867.489253	2456867.489253	12.317013	0.017256
56870.487170	2456870.487170	12.366346	0.016791
56870.487309	2456870.487309	12.340378	0.016778
56870.487448	2456870.487448	12.328757	0.017001
56871.488791	2456871.488791	12.524447	0.021614
56871.488906	2456871.488906	12.429086	0.021192
56871.489034	2456871.489034	12.451896	0.022185
56872.489682	2456872.489682	12.378267	0.017436
56872.489797	2456872.489797	12.371161	0.017419
56872.489913	2456872.489913	12.395565	0.017673
56873.490527	2456873.490527	12.459200	0.017672
56873.490642	2456873.490642	12.464871	0.017710
56873.490758	2456873.490758	12.473927	0.017700
56874.492078	2456874.492078	12.377347	0.016916
56874.492193	2456874.492193	12.362253	0.016815
56874.492309	2456874.492309	12.325838	0.016544
56876.483675	2456876.483675	12.256708	0.016851
56876.483791	2456876.483791	12.334138	0.016893
56876.483906	2456876.483906	12.174545	0.016442
56877.484358	2456877.484358	12.334258	0.016543
56877.484473	2456877.484473	12.344547	0.016312
56877.484589	2456877.484589	12.369954	0.016661
56878.485006	2456878.485006	12.354147	0.016309
56878.485133	2456878.485133	12.379097	0.016610
56878.485260	2456878.485260	12.382050	0.016464
56879.486047	2456879.486047	12.368667	0.016531
56879.486163	2456879.486163	12.360593	0.016433
56879.486279	2456879.486279	12.398449	0.016641
56880.486360	2456880.486360	12.329021	0.016509
56880.486476	2456880.486476	12.345992	0.016519
56880.486591	2456880.486591	12.363618	0.016582
56881.487459	2456881.487459	12.359846	0.017578
56881.487564	2456881.487564	12.414059	0.017649
56881.487679	2456881.487679	12.355109	0.017169
56882.488177	2456882.488177	12.581671	0.020123
56882.488293	2456882.488293	12.608518	0.020224
56882.488420	2456882.488420	12.554058	0.019678
56883.488976	2456883.488976	12.267508	0.019350
56883.489080	2456883.489080	12.337945	0.019332
56883.489207	2456883.489207	12.400108	0.019314
56884.556325	2456884.556325	12.284061	0.016177
56884.556453	2456884.556453	12.383604	0.016515
56884.556568	2456884.556568	12.331144	0.016490
56885.556973	2456885.556973	12.503237	0.019866
56885.557089	2456885.557089	12.482572	0.019633
56885.557205	2456885.557205	12.480942	0.019507
56886.557321	2456886.557321	12.469813	0.018090
56886.557436	2456886.557436	12.443038	0.018116
56886.557552	2456886.557552	12.438501	0.018345
56888.558999	2456888.558999	12.460052	0.018905
56888.559115	2456888.559115	12.492470	0.019074
56888.559242	2456888.559242	12.412139	0.018549
56889.559624	2456889.559624	12.363895	0.018482
56889.559740	2456889.559740	12.322906	0.018220
56889.559855	2456889.559855	12.368478	0.018447
56890.560376	2456890.560376	12.417836	0.018711
56890.560492	2456890.560492	12.534203	0.019561
56890.560619	2456890.560619	12.407094	0.018680
56891.560804	2456891.560804	12.733514	0.023546
56891.560932	2456891.560932	12.488971	0.019136
56891.561047	2456891.561047	12.456238	0.019178
56892.561337	2456892.561337	12.683070	0.024439
56892.561453	2456892.561453	12.810099	0.029594
56892.561568	2456892.561568	12.708567	0.023776
56894.489207	2456894.489207	12.532361	0.019709
56894.489323	2456894.489323	12.570424	0.019957
56894.489439	2456894.489439	12.612854	0.020829
56895.490249	2456895.490249	12.469187	0.018434
56895.490365	2456895.490365	12.456492	0.018600
56895.490503	2456895.490503	12.412724	0.018153
56903.512899	2456903.512899	12.306898	0.017903
56903.513015	2456903.513015	12.195680	0.017369
56904.513675	2456904.513675	12.374960	0.017186
56904.513802	2456904.513802	12.461359	0.017656
56904.513918	2456904.513918	12.384367	0.016897
56906.502240	2456906.502240	12.401847	0.017240
56906.502355	2456906.502355	12.396211	0.016955
56906.502483	2456906.502483	12.333939	0.016550
56907.502703	2456907.502703	12.327724	0.016408
56907.502818	2456907.502818	12.280667	0.016343
56907.502946	2456907.502946	12.340276	0.016624
56908.503084	2456908.503084	12.353546	0.040048
56908.503212	2456908.503212	12.334887	0.043592
56908.503328	2456908.503328	12.552740	0.051655
56909.503976	2456909.503976	12.217488	0.015273
56909.504091	2456909.504091	12.259070	0.015275
56909.504219	2456909.504219	12.258788	0.015181
56910.504647	2456910.504647	12.519320	0.019453
56910.504763	2456910.504763	12.515678	0.019440
56910.504890	2456910.504890	12.502704	0.019639
56911.505156	2456911.505156	12.478018	0.038351
56911.505284	2456911.505284	12.491557	0.033241
56911.505411	2456911.505411	12.400258	0.033193
56912.505770	2456912.505770	12.415536	0.020231
56912.505897	2456912.505897	12.359722	0.019812
56912.506013	2456912.506013	12.480430	0.020153
56915.497506	2456915.497506	12.459455	0.018691
56915.497633	2456915.497633	12.431053	0.018645
56915.497749	2456915.497749	12.439791	0.018457
56916.498397	2456916.498397	12.541181	0.028769
56916.498524	2456916.498524	12.600888	0.034052
56916.498652	2456916.498652	12.571801	0.029056
56919.510608	2456919.510608	12.480326	0.020266
56919.510735	2456919.510735	12.528281	0.020564
56919.510851	2456919.510851	12.537920	0.020735
56921.511383	2456921.511383	12.376791	0.019299
56921.511510	2456921.511510	12.467797	0.020074
56921.511626	2456921.511626	12.409600	0.019495
56922.511672	2456922.511672	12.512773	0.020735
56922.511788	2456922.511788	12.441057	0.020129
56922.511916	2456922.511916	12.499701	0.020705
56924.501672	2456924.501672	12.511010	0.020887
56924.501788	2456924.501788	12.572042	0.021614
56924.501916	2456924.501916	12.574512	0.021912
56997.830075	2456997.830075	12.350109	0.028560
56997.830191	2456997.830191	12.383407	0.028196
56997.830307	2456997.830307	12.317985	0.027166
56998.831221	2456998.831221	12.322839	0.027181
56998.831348	2456998.831348	12.444400	0.029591
56998.831476	2456998.831476	12.279387	0.026642
56999.831985	2456999.831985	12.466516	0.024986
56999.832101	2456999.832101	12.352300	0.023234
56999.832240	2456999.832240	12.315841	0.022833
57002.820226	2457002.820226	12.269778	0.019198
57002.820341	2457002.820341	12.171689	0.018541
57002.820469	2457002.820469	12.245712	0.018974
57004.811267	2457004.811267	12.130799	0.015464
57004.811383	2457004.811383	12.215861	0.015780
57004.811499	2457004.811499	12.239897	0.015736
57006.806418	2457006.806418	12.917331	0.020663
57006.806534	2457006.806534	12.975026	0.021267
57006.806649	2457006.806649	13.044003	0.022212
57008.800122	2457008.800122	12.182595	0.016401
57008.800249	2457008.800249	12.171608	0.016173
57008.800376	2457008.800376	12.269241	0.016618
57009.812182	2457009.812182	12.285141	0.016826
57009.812321	2457009.812321	12.287706	0.016498
57009.812483	2457009.812483	12.232825	0.016136
57010.814230	2457010.814230	12.236104	0.016172
57010.814358	2457010.814358	12.301978	0.016771
57010.814462	2457010.814462	12.302750	0.016656
57011.814659	2457011.814659	12.212541	0.017034
57011.814774	2457011.814774	12.226022	0.017027
57011.814925	2457011.814925	12.230028	0.016818
57016.779659	2457016.779659	12.298965	0.017382
57016.779821	2457016.779821	12.268575	0.017465
57016.779936	2457016.779936	12.263354	0.017118
57018.833791	2457018.833791	12.265153	0.015785
57018.833976	2457018.833976	12.263147	0.015890
57018.834172	2457018.834172	12.286163	0.016082
57019.834994	2457019.834994	12.280166	0.016403
57019.835191	2457019.835191	12.303440	0.016449
57019.835399	2457019.835399	12.338695	0.016613
57020.835978	2457020.835978	12.264306	0.015830
57020.836128	2457020.836128	12.259829	0.015636
57020.836348	2457020.836348	12.240024	0.015372
57021.836997	2457021.836997	12.289931	0.016574
57021.837170	2457021.837170	12.302043	0.016700
57021.837367	2457021.837367	12.267969	0.016462
57023.759508	2457023.759508	12.195719	0.019922
57023.759624	2457023.759624	12.211101	0.020099
57023.759774	2457023.759774	12.397147	0.022801
57024.760284	2457024.760284	12.291477	0.022799
57024.760492	2457024.760492	12.300793	0.023372
57024.760619	2457024.760619	12.292466	0.022335
57025.760851	2457025.760851	12.305813	0.023545
57025.761013	2457025.761013	12.363971	0.024709
57025.761175	2457025.761175	12.297206	0.023130
57026.762089	2457026.762089	12.281855	0.024811
57026.762216	2457026.762216	12.255354	0.025462
57026.762344	2457026.762344	12.290902	0.025781
57029.743131	2457029.743131	12.339781	0.023190
57029.743443	2457029.743443	12.332899	0.022986
57029.743617	2457029.743617	12.294431	0.022459
57030.743675	2457030.743675	12.308956	0.021428
57030.743791	2457030.743791	12.379183	0.022444
57030.743906	2457030.743906	12.342936	0.021967
57032.735284	2457032.735284	12.450086	0.022074
57032.735399	2457032.735399	12.323980	0.021175
57032.735515	2457032.735515	12.257806	0.019891
57033.832089	2457033.832089	12.252126	0.014945
57033.832297	2457033.832297	12.256198	0.015002
57033.832494	2457033.832494	12.199798	0.014842
57035.837078	2457035.837078	12.318243	0.015114
57035.837182	2457035.837182	12.318085	0.015296
57035.837309	2457035.837309	12.283703	0.015175
57036.837610	2457036.837610	12.330486	0.015695
57036.837737	2457036.837737	12.299332	0.015694
57036.837865	2457036.837865	12.328962	0.015877
57037.838640	2457037.838640	12.299081	0.015696
57037.838756	2457037.838756	12.339550	0.015997
57037.838883	2457037.838883	12.346527	0.015907
57038.839311	2457038.839311	12.320206	0.016054
57038.839450	2457038.839450	12.321967	0.016197
57038.839578	2457038.839578	12.344698	0.016288
57039.839867	2457039.839867	12.351880	0.016734
57039.840029	2457039.840029	12.359509	0.016963
57039.840156	2457039.840156	12.332835	0.016713
57040.841499	2457040.841499	12.339900	0.016239
57040.841626	2457040.841626	12.319057	0.016116
57040.841753	2457040.841753	12.335879	0.016114
57041.842784	2457041.842784	12.261395	0.016293
57041.842911	2457041.842911	12.292768	0.016514
57041.843050	2457041.843050	12.328010	0.016797
57043.711464	2457043.711464	12.326871	0.017767
57043.711580	2457043.711580	12.307371	0.017654
57043.711707	2457043.711707	12.317737	0.017670
57044.712876	2457044.712876	12.238071	0.017781
57044.713003	2457044.713003	12.398764	0.019405
57044.713131	2457044.713131	12.289945	0.017422
57051.685098	2457051.685098	12.311745	0.022249
57051.685284	2457051.685284	12.281728	0.022390
57051.685434	2457051.685434	12.409288	0.023706
57052.686348	2457052.686348	12.324716	0.022572
57052.686464	2457052.686464	12.301131	0.022878
57052.686672	2457052.686672	12.351374	0.023195
57053.686950	2457053.686950	12.275101	0.022591
57053.687159	2457053.687159	12.303678	0.021937
57053.687402	2457053.687402	12.340490	0.022143
57054.688547	2457054.688547	12.380971	0.025349
57054.688802	2457054.688802	12.315629	0.023548
57054.688918	2457054.688918	12.383168	0.024179
57055.689659	2457055.689659	12.313589	0.024895
